video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend,title_length
YT00406,Hip Hop creator video 406: trending ideas,Music,Hip Hop,United States,Educational,2025-09-21,2025-09-28,689728.0,52910.0,4891.0,2565.0,54597.93,3976097.0,7.0,2.0,17840.0,41
YT00407,Technology creator video 407: trending ideas,Education,Technology,United Kingdom,Educational,2025-04-28,2025-05-09,321172.0,28699.0,4410.0,2483.0,73325.59,1967359.0,11.0,5.0,14416.0,44
YT00408,Science creator video 408: trending ideas,Education,Science,India,Educational,2025-01-29,2025-02-09,212371.0,20224.0,1987.0,792.0,39935.24,2609413.0,11.0,6.0,5028.0,41
YT00409,Pop creator video 409: trending ideas,Music,Pop,Australia,Educational,2025-04-04,2025-04-06,1378539.0,131596.0,23270.0,7662.0,232144.08,2566365.0,2.0,13.0,5304.0,37
YT00410,Walkthrough creator video 410: trending ideas,Gaming,Walkthrough,Canada,Educational,2025-04-03,2025-04-08,414565.0,27659.0,3930.0,2008.0,65535.8,1385802.0,5.0,9.0,9498.0,45
YT00411,Technology creator video 411: trending ideas,Education,Technology,India,Educational,2025-03-31,2025-04-11,673267.0,48758.0,2013.0,2674.0,113813.01,3650687.0,11.0,13.0,17753.0,44
YT00412,Hip Hop creator video 412: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-15,2025-01-17,764856.0,19957.0,971.0,1166.0,36707.11,1591833.0,2.0,13.0,7741.0,41
YT00413,Hip Hop creator video 413: trending ideas,Music,Hip Hop,United States,Educational,2025-07-24,2025-08-05,869077.0,34186.0,4538.0,2813.0,164472.63,2665597.0,12.0,7.0,9048.0,41
YT00414,Technology creator video 414: trending ideas,Education,Technology,United States,Educational,2025-02-06,2025-02-15,651468.0,58810.0,9829.0,2661.0,178091.29,2809956.0,9.0,16.0,15528.0,44
YT00415,Comedy creator video 415: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-04-10,2025-04-14,864390.0,40377.0,1885.0,1341.0,106317.15,1326924.0,4.0,7.0,16607.0,40
YT00416,Science creator video 416: trending ideas,Education,Science,Canada,Media Company,2025-09-03,2025-09-04,247341.0,6740.0,516.0,535.0,11247.77,336112.0,1.0,10.0,4683.0,41
YT00417,Pop creator video 417: trending ideas,Music,Pop,Australia,Media Company,2025-09-09,2025-09-22,309971.0,15194.0,1560.0,668.0,24001.5,178712.0,13.0,13.0,6025.0,37
YT00418,Comedy creator video 418: trending ideas,Entertainment,Comedy,Canada,Brand,2025-03-25,2025-04-08,546929.0,35302.0,4071.0,1945.0,108874.07,2093999.0,14.0,10.0,4796.0,40
YT00419,Esports creator video 419: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-01-29,2025-02-06,681887.0,57765.0,5350.0,4681.0,87270.45,78222.0,8.0,15.0,14182.0,41
YT00420,Science creator video 420: trending ideas,Education,Science,Canada,Educational,2025-04-05,2025-04-14,180333.0,12090.0,1403.0,1033.0,48891.7,3045882.0,9.0,6.0,9866.0,41
YT00421,Esports creator video 421: trending ideas,Gaming,Esports,India,Educational,2025-10-22,2025-10-24,472720.0,16738.0,834.0,517.0,124283.54,2738912.0,2.0,2.0,8718.0,41
YT00422,Technology creator video 422: trending ideas,Education,Technology,United States,Media Company,2025-02-24,2025-03-07,298814.0,22213.0,2342.0,676.0,77170.4,1554127.0,11.0,4.0,17306.0,44
YT00423,Hip Hop creator video 423: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-14,2025-01-26,498321.0,29104.0,1408.0,1834.0,57515.93,3689979.0,12.0,11.0,6953.0,41
YT00424,Esports creator video 424: trending ideas,Gaming,Esports,Canada,Individual,2025-03-30,2025-04-06,687456.0,53650.0,4775.0,3477.0,107651.92,1247531.0,7.0,13.0,17495.0,41
YT00425,Technology creator video 425: trending ideas,Education,Technology,United States,Individual,2025-08-16,2025-08-20,284394.0,11502.0,1244.0,221.0,57481.24,1417541.0,4.0,7.0,11544.0,44
YT00426,Technology creator video 426: trending ideas,Education,Technology,United Kingdom,Individual,2025-10-15,2025-10-29,525901.0,29872.0,4011.0,2509.0,34439.64,1568692.0,14.0,2.0,16431.0,44
YT00427,Walkthrough creator video 427: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-10-09,2025-10-13,652296.0,67648.0,4613.0,1205.0,142571.82,3795731.0,4.0,16.0,13215.0,45
YT00428,Hip Hop creator video 428: trending ideas,Music,Hip Hop,Canada,Brand,2025-09-12,2025-09-15,965146.0,32620.0,4811.0,1762.0,164262.39,3175730.0,3.0,16.0,13173.0,41
YT00429,Technology creator video 429: trending ideas,Education,Technology,India,Individual,2025-07-12,2025-07-15,790524.0,73449.0,12892.0,2663.0,143958.21,3280133.0,3.0,18.0,9354.0,44
YT00430,Hip Hop creator video 430: trending ideas,Music,Hip Hop,Australia,Individual,2025-05-16,2025-05-17,985573.0,85989.0,12253.0,7702.0,178941.51,1333266.0,1.0,18.0,11418.0,41
YT00431,Technology creator video 431: trending ideas,Education,Technology,United States,Brand,2025-02-21,2025-03-04,182731.0,19250.0,2953.0,1687.0,47356.52,1110443.0,11.0,5.0,5624.0,44
YT00432,Comedy creator video 432: trending ideas,Entertainment,Comedy,India,Brand,2025-05-29,2025-06-02,966941.0,109302.0,8093.0,5182.0,95615.01,3245677.0,4.0,14.0,17345.0,40
YT00433,Film & Animation creator video 433: trending ideas,Entertainment,Film & Animation,United Kingdom,Educational,2025-06-25,2025-06-28,810906.0,92268.0,5046.0,7902.0,147834.33,568683.0,3.0,8.0,17206.0,50
YT00434,Technology creator video 434: trending ideas,Education,Technology,India,Educational,2025-06-22,2025-06-27,443823.0,30541.0,4096.0,1197.0,120113.05,2384628.0,5.0,18.0,960.0,44
YT00435,Comedy creator video 435: trending ideas,Entertainment,Comedy,United States,Educational,2025-02-03,2025-02-10,382119.0,31507.0,1078.0,2663.0,98811.04,515569.0,7.0,15.0,5944.0,40
YT00436,Esports creator video 436: trending ideas,Gaming,Esports,United States,Educational,2025-10-09,2025-10-12,277777.0,13556.0,747.0,642.0,68623.9,400420.0,3.0,5.0,3762.0,41
YT00437,Hip Hop creator video 437: trending ideas,Music,Hip Hop,United States,Educational,2025-05-04,2025-05-15,190470.0,17268.0,724.0,1265.0,44437.17,1118463.0,11.0,5.0,1023.0,41
YT00438,Hip Hop creator video 438: trending ideas,Music,Hip Hop,United States,Brand,2025-03-23,2025-03-27,638803.0,68981.0,6043.0,1438.0,82304.17,1568687.0,4.0,2.0,10031.0,41
YT00439,Science creator video 439: trending ideas,Education,Science,Australia,Brand,2025-04-28,2025-05-06,321914.0,37604.0,1301.0,3088.0,74955.95,819430.0,8.0,3.0,17839.0,41
YT00440,Esports creator video 440: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-04-07,2025-04-10,878398.0,100618.0,6145.0,8578.0,175962.14,3611725.0,3.0,2.0,12583.0,41
YT00441,Esports creator video 441: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-06-29,2025-07-11,266792.0,22816.0,2272.0,1878.0,73380.86,279110.0,12.0,11.0,6756.0,41
YT00442,Hip Hop creator video 442: trending ideas,Music,Hip Hop,Canada,Individual,2025-02-07,2025-02-11,452844.0,33197.0,1934.0,1982.0,55681.19,1467983.0,4.0,15.0,5463.0,41
YT00443,Esports creator video 443: trending ideas,Gaming,Esports,Australia,Individual,2025-09-29,2025-10-08,323570.0,24366.0,2943.0,523.0,69246.45,955864.0,9.0,11.0,6463.0,41
YT00444,Hip Hop creator video 444: trending ideas,Music,Hip Hop,Australia,Media Company,2025-02-20,2025-02-24,859551.0,92568.0,10541.0,4145.0,131640.94,992545.0,4.0,16.0,17355.0,41
YT00445,Esports creator video 445: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-03-04,2025-03-14,570942.0,52558.0,7689.0,1456.0,145038.81,2094032.0,10.0,18.0,9261.0,41
YT00446,Comedy creator video 446: trending ideas,Entertainment,Comedy,United States,Media Company,2025-02-08,2025-02-16,870455.0,45387.0,3724.0,710.0,196395.08,3372631.0,8.0,17.0,564.0,40
YT00447,Technology creator video 447: trending ideas,Education,Technology,India,Individual,2025-10-04,2025-10-13,228924.0,12618.0,1468.0,275.0,38904.84,3085995.0,9.0,6.0,7691.0,44
YT00448,Hip Hop creator video 448: trending ideas,Music,Hip Hop,Canada,Media Company,2025-09-28,2025-10-12,640143.0,70305.0,3356.0,3813.0,132027.45,3741873.0,14.0,3.0,5447.0,41
YT00449,Comedy creator video 449: trending ideas,Entertainment,Comedy,Canada,Educational,2025-09-20,2025-09-29,523439.0,38493.0,6702.0,2304.0,53799.36,1775917.0,9.0,6.0,5199.0,40
YT00450,Pop creator video 450: trending ideas,Music,Pop,United States,Educational,2025-02-08,2025-02-18,640416.0,69703.0,6020.0,3911.0,96432.4,3026348.0,10.0,10.0,2573.0,37
YT00451,Hip Hop creator video 451: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-31,2025-09-12,201242.0,17444.0,654.0,327.0,53512.5,1396872.0,12.0,10.0,70.0,41
YT00452,Walkthrough creator video 452: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-04-13,2025-04-27,473092.0,53462.0,3728.0,1409.0,33785.04,3480270.0,14.0,14.0,7057.0,45
YT00453,Comedy creator video 453: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-06-23,2025-07-02,665357.0,42708.0,3253.0,3303.0,70568.09,2265379.0,9.0,15.0,8200.0,40
YT00454,Walkthrough creator video 454: trending ideas,Gaming,Walkthrough,Canada,Brand,2025-04-02,2025-04-08,521553.0,19961.0,3289.0,683.0,54565.76,2113340.0,6.0,5.0,8569.0,45
YT00455,Esports creator video 455: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-06-11,2025-06-15,569816.0,65691.0,7649.0,1635.0,26283.86,3454155.0,4.0,18.0,3249.0,41
YT00456,Comedy creator video 456: trending ideas,Entertainment,Comedy,United States,Brand,2025-09-17,2025-09-23,395411.0,10149.0,1407.0,336.0,76631.25,1545580.0,6.0,12.0,5843.0,40
YT00457,Walkthrough creator video 457: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-09-17,2025-09-18,588563.0,60261.0,6183.0,1865.0,143036.77,1922680.0,1.0,12.0,7640.0,45
YT00458,Hip Hop creator video 458: trending ideas,Music,Hip Hop,United Kingdom,Brand,2025-06-14,2025-06-28,685722.0,24269.0,4281.0,1194.0,157644.78,3912702.0,14.0,9.0,3671.0,41
YT00459,Hip Hop creator video 459: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-21,2025-08-22,1334465.0,61343.0,6860.0,3761.0,270359.67,3210320.0,1.0,10.0,215.0,41
YT00460,Esports creator video 460: trending ideas,Gaming,Esports,United States,Media Company,2025-09-07,2025-09-13,214156.0,7838.0,445.0,204.0,17236.91,179686.0,6.0,14.0,2823.0,41
YT00461,Hip Hop creator video 461: trending ideas,Music,Hip Hop,India,Media Company,2025-06-26,2025-06-28,442867.0,16521.0,2894.0,610.0,37014.55,101688.0,2.0,7.0,8483.0,41
YT00462,Science creator video 462: trending ideas,Education,Science,India,Individual,2025-09-08,2025-09-11,716291.0,40114.0,3828.0,1112.0,65242.27,990350.0,3.0,15.0,17899.0,41
YT00463,Hip Hop creator video 463: trending ideas,Music,Hip Hop,Australia,Media Company,2025-07-18,2025-08-01,484705.0,45305.0,1493.0,3042.0,83005.26,3759964.0,14.0,10.0,7818.0,41
YT00464,Pop creator video 464: trending ideas,Music,Pop,United States,Media Company,2025-10-04,2025-10-11,544178.0,56934.0,7107.0,1307.0,97367.37,3703230.0,7.0,7.0,14084.0,37
YT00465,Walkthrough creator video 465: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-10-17,2025-10-19,759570.0,62105.0,10003.0,1253.0,119985.34,3993966.0,2.0,9.0,9120.0,45
YT00466,Esports creator video 466: trending ideas,Gaming,Esports,United States,Educational,2025-02-14,2025-02-23,208056.0,9170.0,280.0,162.0,18331.64,232874.0,9.0,13.0,2653.0,41
YT00467,Science creator video 467: trending ideas,Education,Science,Canada,Brand,2025-07-27,2025-08-09,214906.0,12635.0,707.0,747.0,58785.97,71937.0,13.0,6.0,7880.0,41
YT00468,Pop creator video 468: trending ideas,Music,Pop,United Kingdom,Media Company,2025-04-30,2025-05-11,527713.0,24395.0,3702.0,1731.0,115976.55,2294712.0,11.0,9.0,3614.0,37
YT00469,Esports creator video 469: trending ideas,Gaming,Esports,Canada,Brand,2025-06-09,2025-06-13,912832.0,56762.0,5247.0,2097.0,63043.32,3618385.0,4.0,18.0,15849.0,41
YT00470,Esports creator video 470: trending ideas,Gaming,Esports,Australia,Brand,2025-10-09,2025-10-15,730127.0,51786.0,4794.0,4155.0,200170.65,2913747.0,6.0,13.0,2852.0,41
YT00471,Esports creator video 471: trending ideas,Gaming,Esports,Canada,Educational,2025-07-17,2025-07-29,375643.0,12938.0,1408.0,1006.0,80118.21,2855669.0,12.0,13.0,3201.0,41
YT00472,Film & Animation creator video 472: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-09-23,2025-09-27,208450.0,19340.0,2897.0,1735.0,49619.09,1367339.0,4.0,4.0,871.0,50
YT00473,Hip Hop creator video 473: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-27,2025-09-02,351233.0,27096.0,3422.0,1328.0,31003.46,1030524.0,6.0,14.0,4925.0,41
YT00474,Science creator video 474: trending ideas,Education,Science,Australia,Brand,2025-07-28,2025-08-11,474523.0,40998.0,2445.0,2977.0,69577.95,1828570.0,14.0,11.0,17709.0,41
YT00475,Comedy creator video 475: trending ideas,Entertainment,Comedy,United States,Brand,2025-05-21,2025-05-27,544328.0,30845.0,2844.0,2547.0,86918.32,2152244.0,6.0,9.0,11536.0,40
YT00476,Walkthrough creator video 476: trending ideas,Gaming,Walkthrough,United States,Brand,2025-04-13,2025-04-21,622170.0,61980.0,5622.0,4559.0,33395.91,2272490.0,8.0,13.0,10337.0,45
YT00477,Comedy creator video 477: trending ideas,Entertainment,Comedy,India,Individual,2025-09-24,2025-10-06,576002.0,28604.0,3130.0,2281.0,144678.24,3444801.0,12.0,17.0,12461.0,40
YT00478,Hip Hop creator video 478: trending ideas,Music,Hip Hop,Canada,Brand,2025-04-25,2025-05-05,810270.0,47180.0,4843.0,1015.0,69872.41,1028989.0,10.0,4.0,17784.0,41
YT00479,Esports creator video 479: trending ideas,Gaming,Esports,Canada,Individual,2025-02-18,2025-02-24,437244.0,19701.0,1804.0,868.0,76796.85,1235706.0,6.0,3.0,10333.0,41
YT00480,Pop creator video 480: trending ideas,Music,Pop,India,Educational,2025-04-08,2025-04-17,556104.0,36979.0,5136.0,977.0,36024.48,3542188.0,9.0,5.0,10873.0,37
YT00481,Hip Hop creator video 481: trending ideas,Music,Hip Hop,United States,Media Company,2025-05-24,2025-05-29,220870.0,19919.0,2244.0,1791.0,43734.71,509809.0,5.0,7.0,1175.0,41
YT00482,Comedy creator video 482: trending ideas,Entertainment,Comedy,Canada,Media Company,2025-04-08,2025-04-17,290468.0,8255.0,813.0,422.0,70287.14,1632934.0,9.0,17.0,1123.0,40
YT00483,Science creator video 483: trending ideas,Education,Science,Canada,Individual,2025-09-29,2025-10-05,633528.0,63824.0,3431.0,2106.0,51639.28,2863795.0,6.0,3.0,15990.0,41
YT00484,Film & Animation creator video 484: trending ideas,Entertainment,Film & Animation,Australia,Media Company,2025-10-07,2025-10-11,1134172.0,94272.0,4787.0,7557.0,316578.83,3317967.0,4.0,13.0,17837.0,50
YT00485,Comedy creator video 485: trending ideas,Entertainment,Comedy,United States,Educational,2025-01-31,2025-02-06,159975.0,14830.0,2151.0,1204.0,43765.0,544891.0,6.0,10.0,1399.0,40
YT00486,Comedy creator video 486: trending ideas,Entertainment,Comedy,Canada,Individual,2025-03-30,2025-04-02,484138.0,28440.0,4312.0,2298.0,40790.03,76943.0,3.0,17.0,5502.0,40
YT00487,Technology creator video 487: trending ideas,Education,Technology,India,Individual,2025-03-20,2025-03-31,116734.0,5924.0,492.0,489.0,21919.22,917469.0,11.0,12.0,1780.0,44
YT00488,Hip Hop creator video 488: trending ideas,Music,Hip Hop,United States,Media Company,2025-07-25,2025-07-29,313990.0,16604.0,2531.0,873.0,40470.25,2306797.0,4.0,5.0,1753.0,41
YT00489,Walkthrough creator video 489: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-04-20,2025-04-25,498889.0,13036.0,1309.0,527.0,63385.88,552100.0,5.0,4.0,10724.0,45
YT00490,Pop creator video 490: trending ideas,Music,Pop,United States,Brand,2025-06-13,2025-06-27,611345.0,63528.0,5543.0,5028.0,122942.86,2116450.0,14.0,18.0,3073.0,37
YT00491,Pop creator video 491: trending ideas,Music,Pop,United States,Brand,2025-03-08,2025-03-22,292509.0,29342.0,3536.0,573.0,53990.68,1616513.0,14.0,15.0,2058.0,37
YT00492,Science creator video 492: trending ideas,Education,Science,India,Individual,2025-01-22,2025-02-01,445771.0,40956.0,2791.0,2337.0,49440.38,198140.0,10.0,13.0,17487.0,41
YT00493,Film & Animation creator video 493: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-04-12,2025-04-15,994942.0,74160.0,8582.0,1506.0,271094.97,2873838.0,3.0,15.0,6976.0,50
YT00494,Walkthrough creator video 494: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-07-08,2025-07-19,322611.0,13813.0,2156.0,1229.0,25964.46,1642387.0,11.0,7.0,8601.0,45
YT00495,Hip Hop creator video 495: trending ideas,Music,Hip Hop,Australia,Educational,2025-05-31,2025-06-14,608486.0,54944.0,7364.0,3093.0,92367.72,3866034.0,14.0,4.0,289.0,41
YT00496,Science creator video 496: trending ideas,Education,Science,India,Individual,2025-03-21,2025-03-30,451330.0,23271.0,2524.0,1192.0,35300.36,2879445.0,9.0,3.0,13067.0,41
YT00497,Film & Animation creator video 497: trending ideas,Entertainment,Film & Animation,United Kingdom,Media Company,2025-04-30,2025-05-10,1195355.0,37050.0,2642.0,2192.0,301953.59,3752074.0,10.0,18.0,16894.0,50
YT00498,Film & Animation creator video 498: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-05-24,2025-06-06,688904.0,57858.0,3201.0,3984.0,33429.91,1345313.0,13.0,5.0,16378.0,50
YT00499,Film & Animation creator video 499: trending ideas,Entertainment,Film & Animation,United States,Brand,2025-08-25,2025-09-08,397744.0,32212.0,3973.0,2781.0,44867.76,3456885.0,14.0,5.0,990.0,50
YT00500,Esports creator video 500: trending ideas,Gaming,Esports,India,Brand,2025-06-22,2025-06-26,667556.0,36663.0,3175.0,2594.0,104809.73,1302809.0,4.0,16.0,15790.0,41
YT00501,Technology creator video 501: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-10,2025-02-20,311099.0,27236.0,2085.0,793.0,40898.02,294139.0,10.0,9.0,13696.0,44
YT00502,Walkthrough creator video 502: trending ideas,Gaming,Walkthrough,India,Brand,2025-02-12,2025-02-14,613893.0,64155.0,2767.0,4070.0,166763.61,195224.0,2.0,15.0,12104.0,45
YT00503,Comedy creator video 503: trending ideas,Entertainment,Comedy,United States,Individual,2025-03-16,2025-03-21,807442.0,71687.0,6910.0,3589.0,49571.4,3695041.0,5.0,6.0,15930.0,40
YT00504,Walkthrough creator video 504: trending ideas,Gaming,Walkthrough,Canada,Educational,2025-09-27,2025-10-01,594677.0,24082.0,2027.0,770.0,128202.27,489794.0,4.0,13.0,11609.0,45
YT00505,Film & Animation creator video 505: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-09-12,2025-09-17,747111.0,66019.0,9151.0,5252.0,126398.03,3623651.0,5.0,2.0,13707.0,50
YT00506,Technology creator video 506: trending ideas,Education,Technology,United Kingdom,Individual,2025-08-21,2025-08-30,401326.0,20802.0,3019.0,606.0,34532.95,1240940.0,9.0,8.0,15245.0,44
YT00507,Hip Hop creator video 507: trending ideas,Music,Hip Hop,United States,Media Company,2025-10-21,2025-11-01,1302621.0,139163.0,19802.0,5717.0,185611.47,1892756.0,11.0,16.0,17986.0,41
YT00508,Hip Hop creator video 508: trending ideas,Music,Hip Hop,India,Individual,2025-03-24,2025-04-06,542643.0,51250.0,5806.0,2948.0,91010.82,2371188.0,13.0,16.0,4810.0,41
YT00509,Pop creator video 509: trending ideas,Music,Pop,United States,Media Company,2025-03-07,2025-03-19,706475.0,41997.0,1278.0,1229.0,126632.52,1658886.0,12.0,15.0,14013.0,37
YT00510,Hip Hop creator video 510: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-02-28,2025-03-03,109880.0,11611.0,761.0,768.0,25294.11,59081.0,3.0,6.0,893.0,41
YT00511,Comedy creator video 511: trending ideas,Entertainment,Comedy,India,Brand,2025-09-04,2025-09-18,223512.0,12163.0,474.0,922.0,57062.65,1438671.0,14.0,12.0,6658.0,40
YT00512,Technology creator video 512: trending ideas,Education,Technology,United Kingdom,Brand,2025-07-13,2025-07-16,476958.0,28557.0,1468.0,2435.0,105304.16,429072.0,3.0,14.0,14458.0,44
YT00513,Walkthrough creator video 513: trending ideas,Gaming,Walkthrough,Australia,Media Company,2025-04-27,2025-05-02,733335.0,48902.0,2298.0,3194.0,73398.1,983391.0,5.0,9.0,17178.0,45
YT00514,Hip Hop creator video 514: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-29,2025-02-07,344713.0,22730.0,1885.0,1841.0,76106.7,3591898.0,9.0,13.0,3509.0,41
YT00515,Science creator video 515: trending ideas,Education,Science,United States,Educational,2025-07-07,2025-07-19,504683.0,21459.0,2891.0,1663.0,30030.1,2164513.0,12.0,3.0,14738.0,41
YT00516,Technology creator video 516: trending ideas,Education,Technology,United Kingdom,Media Company,2025-03-18,2025-03-21,652129.0,53188.0,5422.0,1934.0,95280.47,3339505.0,3.0,7.0,14971.0,44
YT00517,Film & Animation creator video 517: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-04-05,2025-04-09,511762.0,17543.0,1194.0,1572.0,124045.65,2778402.0,4.0,10.0,11375.0,50
YT00518,Pop creator video 518: trending ideas,Music,Pop,United Kingdom,Media Company,2025-01-09,2025-01-16,484593.0,20545.0,2740.0,1285.0,112641.95,41081.0,7.0,15.0,13088.0,37
YT00519,Science creator video 519: trending ideas,Education,Science,United Kingdom,Individual,2025-08-24,2025-09-04,251308.0,8009.0,1261.0,434.0,65941.53,2659558.0,11.0,12.0,10098.0,41
YT00520,Science creator video 520: trending ideas,Education,Science,United States,Brand,2025-02-12,2025-02-13,760974.0,45132.0,1532.0,1300.0,90349.48,1825549.0,1.0,18.0,10067.0,41
YT00521,Hip Hop creator video 521: trending ideas,Music,Hip Hop,Canada,Individual,2025-08-14,2025-08-15,641414.0,23067.0,2084.0,653.0,174716.35,1529728.0,1.0,9.0,5077.0,41
YT00522,Esports creator video 522: trending ideas,Gaming,Esports,Canada,Educational,2025-04-18,2025-05-01,155426.0,17406.0,1183.0,473.0,42911.56,234211.0,13.0,9.0,1998.0,41
YT00523,Comedy creator video 523: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-09-09,2025-09-19,860702.0,22482.0,943.0,1093.0,209445.8,3689852.0,10.0,6.0,2069.0,40
YT00524,Pop creator video 524: trending ideas,Music,Pop,United States,Brand,2025-07-24,2025-08-04,491572.0,50615.0,4808.0,3481.0,58845.05,1968226.0,11.0,12.0,1665.0,37
YT00525,Science creator video 525: trending ideas,Education,Science,India,Media Company,2025-09-02,2025-09-07,236209.0,16817.0,1078.0,837.0,20261.02,3511628.0,5.0,15.0,6600.0,41
YT00526,Pop creator video 526: trending ideas,Music,Pop,United States,Media Company,2025-02-17,2025-02-25,651139.0,32332.0,1549.0,1367.0,63547.33,3382814.0,8.0,16.0,116.0,37
YT00527,Film & Animation creator video 527: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-07-02,2025-07-03,540272.0,41176.0,7355.0,1550.0,75347.0,1861941.0,1.0,18.0,1743.0,50
YT00528,Pop creator video 528: trending ideas,Music,Pop,United States,Individual,2025-08-29,2025-09-06,487314.0,13683.0,1050.0,469.0,44676.93,1001771.0,8.0,16.0,5297.0,37
YT00529,Esports creator video 529: trending ideas,Gaming,Esports,India,Media Company,2025-10-02,2025-10-15,601181.0,20438.0,3212.0,1710.0,112512.0,1306400.0,13.0,9.0,16763.0,41
YT00530,Technology creator video 530: trending ideas,Education,Technology,United States,Educational,2025-08-28,2025-09-04,305419.0,20162.0,1361.0,781.0,68167.68,1669946.0,7.0,9.0,14081.0,44
YT00531,Technology creator video 531: trending ideas,Education,Technology,Canada,Media Company,2025-06-12,2025-06-13,392307.0,38047.0,4575.0,1898.0,73921.02,2728495.0,1.0,14.0,1850.0,44
YT00532,Esports creator video 532: trending ideas,Gaming,Esports,Canada,Educational,2025-05-22,2025-06-04,179969.0,17416.0,2600.0,1508.0,12631.92,96291.0,13.0,9.0,3063.0,41
YT00533,Pop creator video 533: trending ideas,Music,Pop,United Kingdom,Brand,2025-08-01,2025-08-07,964062.0,35474.0,3607.0,1925.0,161344.37,2306580.0,6.0,4.0,14053.0,37
YT00534,Technology creator video 534: trending ideas,Education,Technology,United Kingdom,Media Company,2025-01-25,2025-02-04,444637.0,34938.0,5721.0,1236.0,61723.68,2709301.0,10.0,18.0,11588.0,44
YT00535,Technology creator video 535: trending ideas,Education,Technology,United Kingdom,Media Company,2025-06-21,2025-07-02,270249.0,14329.0,701.0,281.0,11452.28,2537556.0,11.0,4.0,5141.0,44
YT00536,Technology creator video 536: trending ideas,Education,Technology,United States,Brand,2025-03-02,2025-03-09,152070.0,4892.0,504.0,171.0,33170.07,2572059.0,7.0,9.0,1294.0,44
YT00537,Walkthrough creator video 537: trending ideas,Gaming,Walkthrough,India,Brand,2025-07-14,2025-07-23,807039.0,76557.0,2862.0,3164.0,219302.01,3483652.0,9.0,12.0,10264.0,45
YT00538,Esports creator video 538: trending ideas,Gaming,Esports,Canada,Media Company,2025-08-15,2025-08-22,611158.0,16234.0,2785.0,1253.0,73142.02,3614509.0,7.0,5.0,9300.0,41
YT00539,Science creator video 539: trending ideas,Education,Science,United States,Educational,2025-07-06,2025-07-11,572914.0,22291.0,3612.0,1115.0,105583.4,2497392.0,5.0,6.0,9771.0,41
YT00540,Technology creator video 540: trending ideas,Education,Technology,United Kingdom,Media Company,2025-05-15,2025-05-21,432625.0,21209.0,3538.0,641.0,62658.23,3214125.0,6.0,17.0,5389.0,44
YT00541,Technology creator video 541: trending ideas,Education,Technology,India,Brand,2025-10-09,2025-10-10,738135.0,67348.0,4952.0,4241.0,167056.99,3489709.0,1.0,7.0,9506.0,44
YT00542,Pop creator video 542: trending ideas,Music,Pop,United States,Educational,2025-01-18,2025-01-25,715092.0,75021.0,9476.0,2715.0,146463.48,3790691.0,7.0,12.0,2703.0,37
YT00543,Esports creator video 543: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-07-29,2025-08-05,727948.0,36452.0,4684.0,1540.0,188507.41,3096295.0,7.0,14.0,12881.0,41
YT00544,Walkthrough creator video 544: trending ideas,Gaming,Walkthrough,India,Media Company,2025-08-30,2025-09-02,883613.0,98455.0,7760.0,5198.0,90699.17,3952535.0,3.0,9.0,9637.0,45
YT00545,Science creator video 545: trending ideas,Education,Science,United Kingdom,Educational,2025-02-05,2025-02-06,474648.0,24401.0,2360.0,711.0,41255.61,3238002.0,1.0,7.0,12243.0,41
YT00546,Film & Animation creator video 546: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-04-14,2025-04-22,494729.0,25790.0,2247.0,1341.0,82854.19,152755.0,8.0,15.0,12125.0,50
YT00547,Esports creator video 547: trending ideas,Gaming,Esports,Canada,Educational,2025-03-03,2025-03-06,394207.0,19938.0,1721.0,696.0,97980.38,1576955.0,3.0,10.0,19.0,41
