trend_fact_key,video_id,date_key,geography_key,channel_key,subcategory_key,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend,title_length,popularity_score
271,YT00270,299,2,4,4,1243048,41461,4569,3515,224528.69,2453686,5,13,17334.0,41,53.458
272,YT00271,103,3,4,2,199472,5676,608,241,15672.44,3895214,13,7,1884.0,41,11.5548
273,YT00272,135,4,4,5,762394,31430,2555,1781,190565.07,3963031,4,6,9653.0,37,36.2472
274,YT00273,8,4,4,5,615276,40684,5318,1465,56955.48,2662982,6,3,5745.0,37,35.5259
275,YT00274,216,5,1,6,179923,10870,772,224,37000.85,457326,10,16,459.0,41,17.1969
276,YT00275,37,5,3,1,371842,17174,604,931,68329.05,781941,8,13,4073.0,40,22.1175
277,YT00276,285,2,3,3,361690,11509,1300,894,95060.37,1679604,4,4,6113.0,50,18.842
278,YT00277,43,1,1,1,656085,73128,9619,3668,144487.2,252436,11,13,17733.0,40,44.6881
279,YT00278,85,3,1,7,434882,18117,1621,743,64153.08,2848087,10,16,8789.0,44,23.4609
280,YT00279,30,3,2,3,352703,11180,746,951,58032.78,2292437,13,5,8992.0,50,18.5249
281,YT00280,104,1,1,6,165013,18737,1510,1413,16894.59,1337325,13,16,4621.0,41,26.3645
282,YT00281,108,2,2,8,776775,82416,4461,6125,171021.4,1926887,14,7,14986.0,45,49.9477
283,YT00282,262,2,4,7,439063,28820,3447,2441,62292.4,1618980,5,13,8736.0,44,29.3821
284,YT00283,305,2,2,5,489073,48074,7365,1942,40994.47,3504989,13,16,5906.0,37,37.4579
285,YT00284,267,5,3,4,1176357,104034,3509,4716,256490.97,2487163,2,16,12218.0,41,62.1806
286,YT00285,63,1,3,2,490267,31814,5145,1908,93397.5,3490433,12,14,9039.0,41,30.8035
287,YT00286,103,5,2,3,515912,34920,4558,980,122471.2,862337,5,18,7785.0,50,31.8601
288,YT00287,282,1,2,2,590282,42172,3876,2365,27582.14,3231521,12,9,35.0,41,36.026
289,YT00288,252,3,4,5,545703,53612,6362,2605,135338.4,3649208,14,3,3351.0,37,39.8469
290,YT00289,93,3,2,1,404923,32962,3945,646,57101.43,1343618,7,8,10356.0,40,30.2182
291,YT00290,83,5,1,1,777720,80368,10269,6469,123295.36,2786085,1,2,8767.0,40,50.0926
292,YT00291,149,2,3,8,655430,18413,1970,1095,45364.4,1016030,14,18,16606.0,45,29.3013
293,YT00292,23,3,3,1,445050,38357,6700,2884,96400.45,804037,5,17,2396.0,40,33.9539
294,YT00293,60,3,2,1,943072,89144,7990,3761,139469.81,1751248,2,13,13650.0,40,54.3352
295,YT00294,141,1,1,8,698385,30864,5407,1725,134939.73,1878375,10,3,14828.0,45,34.389
296,YT00295,283,5,2,6,295317,27808,2079,2500,65436.14,733380,1,14,421.0,41,30.2321
297,YT00296,140,1,2,3,483119,52968,6188,1396,45385.99,3000183,6,4,4219.0,50,37.2972
298,YT00297,116,5,3,1,578307,22737,2061,1198,27080.92,3385465,9,16,4792.0,40,28.6518
299,YT00298,40,5,4,7,511148,32974,4164,1019,138000.81,939475,2,13,12975.0,44,31.0634
300,YT00299,242,1,3,7,590990,35703,1630,1036,68859.8,3797566,1,12,2551.0,44,33.2837
301,YT00300,257,5,1,2,605210,24341,1073,531,146611.98,461530,2,11,10735.0,41,29.5783
302,YT00301,57,4,3,5,488901,39972,4610,2908,42818.39,2591999,6,5,9300.0,37,34.6381
303,YT00302,24,5,4,4,1250158,79104,6522,6902,115122.62,2564381,3,2,16394.0,41,60.3916
304,YT00303,282,2,4,4,360573,33030,3778,2586,54683.72,2925049,12,10,1892.0,41,31.9305
305,YT00304,77,5,2,6,395357,13786,478,1163,26471.19,1557281,5,12,7211.0,41,20.8766
306,YT00305,244,2,2,7,282271,11278,1232,971,69785.01,509064,6,13,15908.0,44,17.6274
307,YT00306,219,2,3,5,56227,1739,296,109,5052.03,120470,2,3,451.0,37,6.6703
308,YT00307,260,5,3,7,393685,24779,2049,1732,86691.42,1526666,9,3,16233.0,44,26.7905
309,YT00308,82,2,1,1,417505,38722,5943,2519,79624.54,3498688,8,13,5394.0,40,34.0848
310,YT00309,89,5,2,4,1152514,94094,12765,3638,318035.48,3804465,3,9,15660.0,41,59.6827
311,YT00310,140,3,2,4,302369,18783,3208,1635,31649.77,1248209,11,3,6075.0,41,23.3326
312,YT00311,25,1,1,1,666578,61366,2729,1264,107519.7,3155015,11,3,10731.0,40,42.5842
313,YT00312,216,5,2,6,127616,5038,162,141,29725.1,541807,8,2,3306.0,41,10.9436
314,YT00313,228,1,1,4,760354,81531,8932,5011,171060.27,3753860,12,17,13611.0,41,48.9865
315,YT00314,15,5,2,4,952516,44268,7609,2329,138862.13,3204935,6,10,9480.0,41,44.7061
316,YT00315,221,4,4,8,764880,83717,9850,4155,135199.26,2596276,13,17,17876.0,45,48.8727
317,YT00316,177,1,4,2,65316,1907,251,78,15223.79,164186,2,3,284.0,41,6.4907
318,YT00317,300,4,3,6,291764,17806,1640,833,42632.42,240134,9,15,10927.0,41,22.0646
319,YT00318,194,5,1,5,728520,49647,1960,3352,118242.85,1347585,2,13,12475.0,37,40.8827
320,YT00319,170,2,2,5,468055,22189,1642,1777,21054.03,1053091,12,3,11334.0,37,26.4204
321,YT00320,23,2,4,4,488100,32650,3572,2111,53023.62,158852,2,15,2338.0,41,31.2278
322,YT00321,269,1,1,4,344430,33320,5514,1521,25159.42,1177619,10,16,234.0,41,31.6419
323,YT00322,189,3,2,2,932634,72703,12293,6458,43305.16,1720319,2,16,12486.0,41,51.3499
324,YT00323,116,3,2,5,473499,33228,5292,1846,77540.02,2621323,3,2,3544.0,37,31.211
325,YT00324,260,4,3,2,797923,40377,3846,1799,81362.53,3074350,5,18,16936.0,41,39.4817
326,YT00325,254,1,2,3,236917,6717,226,131,34149.79,599408,14,4,2521.0,50,12.8242
327,YT00326,13,1,2,7,160877,17796,1811,681,33132.29,1182180,2,8,840.0,44,25.1215
328,YT00327,247,4,1,7,489313,17712,2497,1265,56231.2,2203754,8,15,13678.0,44,24.7011
329,YT00328,187,2,3,7,395291,13309,2138,990,80857.85,2634805,9,8,11867.0,44,20.5246
330,YT00329,102,1,4,7,331311,38798,3929,1401,35266.06,2492477,13,13,12752.0,44,31.7377
331,YT00330,277,2,2,7,243994,9276,1546,385,57497.11,1579392,11,18,10109.0,44,15.2883
332,YT00331,27,5,4,5,577740,60896,5106,5220,96537.67,623550,10,4,16290.0,37,42.5074
333,YT00332,102,4,1,6,286373,24510,1264,628,52463.08,3299899,1,4,1605.0,41,26.6016
334,YT00333,284,5,2,4,428656,37433,4573,1542,67516.62,3971264,11,12,6563.0,41,32.8248
335,YT00334,124,1,2,2,198730,12205,620,421,8420.86,2493222,3,4,1693.0,41,18.3455
336,YT00335,190,1,1,7,244351,29283,1272,1068,37163.37,1977039,2,6,571.0,44,28.3969
337,YT00336,181,1,2,7,620875,66138,10272,1820,42425.0,2789328,2,12,9983.0,44,42.6562
338,YT00337,134,1,4,7,284036,16987,1608,640,45900.65,2807450,9,7,13140.0,44,21.3695
339,YT00338,211,4,4,1,186254,8272,699,195,23336.84,1569431,9,7,3481.0,40,14.1927
340,YT00339,14,2,3,7,425136,29228,1290,1451,24457.41,3369311,10,17,11005.0,44,28.9267
341,YT00340,105,2,2,8,978192,75408,3901,3038,143549.22,3356448,4,7,14498.0,45,51.991
342,YT00341,6,1,1,1,267215,11263,1547,237,44172.06,83416,7,9,5608.0,40,16.8436
343,YT00342,189,2,4,3,701013,47830,3314,2587,99321.59,435587,5,16,16945.0,50,39.6034
344,YT00343,30,1,3,6,74142,7727,493,503,12912.0,1599159,8,3,2819.0,41,22.3916
345,YT00344,51,2,2,1,865490,31507,5232,2427,238017.54,3442611,4,6,11526.0,40,39.4027
346,YT00345,137,3,4,5,210317,14490,2338,630,42338.82,1755804,7,10,539.0,37,20.5109
347,YT00346,32,5,1,4,640892,70733,12412,5404,63504.03,922177,9,9,13690.0,41,44.8086
348,YT00347,226,4,4,3,358448,40669,3542,3422,73133.97,807947,10,15,3451.0,50,34.1209
349,YT00348,29,1,3,2,551969,33435,2164,823,92756.3,2059555,6,18,9449.0,41,31.7356
350,YT00349,281,1,3,3,329501,32396,5604,729,22082.5,1502789,7,9,2543.0,50,30.8271
351,YT00350,278,2,3,3,768771,70130,5023,1352,158383.17,897219,1,16,16699.0,50,46.35
352,YT00351,106,4,4,6,711764,63008,2837,2674,143213.91,3719684,2,2,680.0,41,44.0962
353,YT00352,54,1,2,7,141085,15609,1370,1109,37278.16,499403,11,8,2561.0,44,25.2599
354,YT00353,69,3,4,3,187458,21505,2269,1525,19791.76,161635,2,9,1516.0,50,27.129
355,YT00354,102,2,1,5,510261,29999,4173,603,78095.52,3814475,6,3,15387.0,37,29.6823
356,YT00355,8,5,1,8,687372,69234,12057,3853,86785.58,3957310,6,7,14588.0,45,45.9066
357,YT00356,297,2,3,1,432632,17699,897,1463,60751.13,1166049,13,13,5441.0,40,23.642
358,YT00357,205,2,4,6,403504,46970,2736,3623,27373.48,3391954,9,10,3604.0,41,35.7283
359,YT00358,275,2,4,7,223760,22189,1279,642,32827.37,342559,8,9,6836.0,44,27.0549
360,YT00359,271,4,1,4,425584,13047,1408,916,92676.91,897397,14,11,3529.0,41,21.0103
361,YT00360,280,5,1,6,292976,33454,5460,2844,58135.22,1569580,14,8,9845.0,41,31.619
362,YT00361,187,1,1,7,434939,12554,1629,628,103245.61,2906237,13,9,6133.0,44,20.8378
363,YT00362,220,3,3,1,402227,32987,5898,1549,16689.22,1993003,14,14,3608.0,40,30.799
364,YT00363,175,5,4,1,575159,15547,690,595,48092.44,1669912,9,4,15680.0,40,25.8132
365,YT00364,217,2,1,8,303985,21424,1296,1870,40411.36,621920,12,17,4299.0,45,25.2529
366,YT00365,278,4,1,5,1274708,143981,10885,4015,58459.03,1881440,1,16,12995.0,37,68.0969
367,YT00366,64,1,3,8,378179,43407,5823,3877,88431.68,1844334,10,11,10117.0,45,35.0632
368,YT00367,168,3,3,3,426506,22561,1503,1272,103954.73,1968440,6,9,15748.0,50,25.7017
369,YT00368,25,1,4,2,639600,67953,6679,1526,48717.18,3461155,2,2,2430.0,41,43.2469
370,YT00369,27,5,1,5,1092123,27869,4459,2295,273529.93,3258762,2,7,6171.0,37,45.8493
371,YT00370,49,2,1,8,369190,41468,3382,651,67725.39,2964291,9,18,4924.0,45,32.5921
372,YT00371,85,2,3,3,275337,23923,4066,1677,26445.97,165047,6,4,11560.0,50,27.4072
373,YT00372,262,2,2,6,294823,33207,997,784,39344.76,455459,10,13,7213.0,41,29.9287
374,YT00373,206,1,2,3,370768,20795,2083,978,56176.07,2930888,2,6,11740.0,50,24.0893
375,YT00374,248,5,2,2,276330,28897,1675,2300,22230.02,1363728,14,15,3611.0,41,30.6267
376,YT00375,168,4,2,3,621367,21964,2243,809,109551.88,3383106,1,6,1963.0,50,29.3375
377,YT00376,306,2,1,5,770315,25118,2873,1511,178936.23,2971097,11,12,10920.0,37,34.7375
378,YT00377,46,3,1,8,245069,22290,3885,1320,66561.79,476877,9,17,7336.0,45,26.8695
379,YT00378,188,1,3,8,817640,77476,10037,4974,165845.19,3258433,3,11,2787.0,45,50.0351
380,YT00379,259,4,1,6,230487,26053,1902,1878,63064.57,2626717,9,8,1566.0,41,28.8029
381,YT00380,303,4,3,5,625397,16953,648,293,134669.45,874591,9,2,17761.0,37,27.6376
382,YT00381,47,2,1,4,875920,75677,5361,6104,152138.39,2062469,12,11,15235.0,41,50.8475
383,YT00382,301,5,2,6,97963,5887,211,102,15242.45,3125531,6,3,1372.0,41,13.8996
384,YT00383,183,3,4,3,183577,16200,1263,1173,27349.47,2889501,8,3,3184.0,50,24.1913
385,YT00384,148,5,1,6,663834,19476,2708,649,143012.04,1593231,1,3,15489.0,41,29.7035
386,YT00385,257,5,1,7,413802,46774,2783,1712,66204.16,2439942,13,16,12857.0,44,34.9177
387,YT00386,286,2,2,2,768185,85299,12289,7153,182604.77,2658928,2,5,10689.0,41,49.9708
388,YT00387,148,1,1,5,557855,47446,4049,2264,141576.86,1018725,8,4,10290.0,37,37.5013
389,YT00388,72,3,3,4,636060,56788,9175,1319,144130.47,582585,10,12,16945.0,41,40.8876
390,YT00389,207,5,2,1,321552,14552,1443,291,69070.31,3134317,9,12,4069.0,40,19.579
391,YT00390,178,3,1,7,600165,28394,3608,2125,117953.35,1537857,3,13,15819.0,44,31.4665
392,YT00391,164,2,1,5,465262,19740,978,1562,54225.25,1500434,7,14,3368.0,37,25.2063
393,YT00392,163,1,1,3,485802,22309,2638,1070,128662.98,2276655,4,6,11651.0,50,26.414
394,YT00393,200,2,3,6,466656,25157,850,1563,94486.98,2924084,9,7,7858.0,41,27.5547
395,YT00394,98,5,3,1,395842,24853,2176,1446,81325.68,2434106,14,9,8233.0,40,26.6564
396,YT00395,243,1,1,1,745731,25732,4215,1169,205613.21,3567075,10,17,6785.0,40,34.0642
397,YT00396,222,4,1,2,267935,12994,1685,317,38452.01,107384,4,6,8347.0,41,18.2151
398,YT00397,66,5,4,6,314084,22757,1183,949,74805.8,206564,5,12,10127.0,41,25.2581
399,YT00398,192,4,2,3,234978,26003,3607,638,10088.43,306967,6,12,2710.0,50,27.6191
400,YT00399,182,1,2,8,188394,13517,1228,349,20075.46,25754,3,7,2064.0,45,19.9444
401,YT00400,35,5,3,6,814639,36930,3413,3301,165213.93,3251932,1,16,9227.0,41,39.5262
402,YT00401,212,2,4,8,675619,64667,5930,1508,148076.17,1912632,12,6,14355.0,45,43.7499
403,YT00402,73,5,3,6,411616,31366,4706,1755,17404.53,2101565,11,2,16592.0,41,30.1049
404,YT00403,199,1,1,8,276099,11293,742,533,24366.99,411226,2,14,1082.0,45,17.1999
405,YT00404,145,1,4,4,544486,41683,3225,3152,26237.39,588511,10,16,4088.0,41,35.7156
406,YT00405,132,5,2,8,853007,86763,3197,4857,102622.95,2441917,12,9,17835.0,45,52.3598
407,YT00406,266,5,2,4,689728,52910,4891,2565,54597.93,3976097,7,2,17840.0,41,40.8687
408,YT00407,124,4,2,7,321172,28699,4410,2483,73325.59,1967359,11,5,14416.0,44,30.0911
409,YT00408,37,3,2,6,212371,20224,1987,792,39935.24,2609413,11,6,5028.0,41,26.0408
410,YT00409,92,1,2,5,1378539,131596,23270,7662,232144.08,2566365,2,13,5304.0,37,71.8225
411,YT00410,94,2,2,8,414565,27659,3930,2008,65535.8,1385802,5,9,9498.0,45,28.4676
412,YT00411,97,3,2,7,673267,48758,2013,2674,113813.01,3650687,11,13,17753.0,44,39.4345
413,YT00412,14,1,4,4,764856,19957,971,1166,36707.11,1591833,2,13,7741.0,41,33.1133
414,YT00413,212,5,2,4,869077,34186,4538,2813,164472.63,2665597,12,7,9048.0,41,40.2366
415,YT00414,43,5,2,7,651468,58810,9829,2661,178091.29,2809956,9,16,15528.0,44,42.187
416,YT00415,100,1,4,1,864390,40377,1885,1341,106317.15,1326924,4,7,16607.0,40,41.1084
417,YT00416,242,2,4,6,247341,6740,516,535,11247.77,336112,1,10,4683.0,41,13.411
418,YT00417,260,1,4,5,309971,15194,1560,668,24001.5,178712,13,13,6025.0,37,20.1943
419,YT00418,94,2,1,1,546929,35302,4071,1945,108874.07,2093999,14,10,4796.0,40,32.8505
420,YT00419,34,4,4,2,681887,57765,5350,4681,87270.45,78222,8,15,14182.0,41,42.9511
421,YT00420,100,2,2,6,180333,12090,1403,1033,48891.7,3045882,9,6,9866.0,41,19.6592
422,YT00421,292,3,2,2,472720,16738,834,517,124283.54,2738912,2,2,8718.0,41,23.526
423,YT00422,63,5,4,7,298814,22213,2342,676,77170.4,1554127,11,4,17306.0,44,24.8518
424,YT00423,23,1,4,4,498321,29104,1408,1834,57515.93,3689979,12,11,6953.0,41,29.7659
425,YT00424,92,2,3,2,687456,53650,4775,3477,107651.92,1247531,7,13,17495.0,41,41.3812
426,YT00425,227,5,3,7,284394,11502,1244,221,57481.24,1417541,4,7,11544.0,44,17.142
427,YT00426,297,4,3,7,525901,29872,4011,2509,34439.64,1568692,14,2,16431.0,44,30.7889
428,YT00427,281,4,2,8,652296,67648,4613,1205,142571.82,3795731,4,16,13215.0,45,43.6052
429,YT00428,253,2,1,4,965146,32620,4811,1762,164262.39,3175730,3,16,13173.0,41,42.5063
430,YT00429,191,3,3,7,790524,73449,12892,2663,143958.21,3280133,3,18,9354.0,44,47.9348
431,YT00430,132,1,3,4,985573,85989,12253,7702,178941.51,1333266,1,18,11418.0,41,55.4866
432,YT00431,60,5,1,7,182731,19250,2953,1687,47356.52,1110443,11,5,5624.0,44,27.2198
433,YT00432,148,3,1,1,966941,109302,8093,5182,95615.01,3245677,4,14,17345.0,40,56.6997
434,YT00433,174,4,2,3,810906,92268,5046,7902,147834.33,568683,3,8,17206.0,50,51.7378
435,YT00434,173,3,2,7,443823,30541,4096,1197,120113.05,2384628,5,18,960.0,44,29.486
436,YT00435,38,5,2,1,382119,31507,1078,2663,98811.04,515569,7,15,5944.0,40,30.8862
437,YT00436,280,5,2,2,277777,13556,747,642,68623.9,400420,3,5,3762.0,41,18.9402
438,YT00437,130,5,2,4,190470,17268,724,1265,44437.17,1118463,11,5,1023.0,41,25.0046
439,YT00438,82,5,1,4,638803,68981,6043,1438,82304.17,1568687,4,2,10031.0,41,43.1822
440,YT00439,121,1,1,6,321914,37604,1301,3088,74955.95,819430,8,3,17839.0,41,32.7139
441,YT00440,96,4,3,2,878398,100618,6145,8578,175962.14,3611725,3,2,12583.0,41,54.3635
442,YT00441,187,4,3,2,266792,22816,2272,1878,73380.86,279110,12,11,6756.0,41,27.0393
443,YT00442,39,2,3,4,452844,33197,1934,1982,55681.19,1467983,4,15,5463.0,41,31.1551
444,YT00443,276,1,3,2,323570,24366,2943,523,69246.45,955864,9,11,6463.0,41,25.8448
445,YT00444,52,1,4,4,859551,92568,10541,4145,131640.94,992545,4,16,17355.0,41,52.3959
446,YT00445,69,4,3,2,570942,52558,7689,1456,145038.81,2094032,10,18,9261.0,41,39.0332
447,YT00446,44,5,4,1,870455,45387,3724,710,196395.08,3372631,8,17,564.0,40,42.246
448,YT00447,281,3,3,7,228924,12618,1468,275,38904.84,3085995,9,6,7691.0,44,18.0293
449,YT00448,280,2,4,4,640143,70305,3356,3813,132027.45,3741873,14,3,5447.0,41,44.1606
450,YT00449,267,2,2,1,523439,38493,6702,2304,53799.36,1775917,9,6,5199.0,40,33.9484
451,YT00450,46,5,2,5,640416,69703,6020,3911,96432.4,3026348,10,10,2573.0,37,44.2088
452,YT00451,250,1,4,4,201242,17444,654,327,53512.5,1396872,12,10,70.0,41,23.373
453,YT00452,112,1,1,8,473092,53462,3728,1409,33785.04,3480270,14,14,7057.0,45,36.93
454,YT00453,178,4,4,1,665357,42708,3253,3303,70568.09,2265379,9,15,8200.0,40,37.7291
455,YT00454,94,2,1,8,521553,19961,3289,683,54565.76,2113340,6,5,8569.0,45,26.0489
456,YT00455,161,4,2,2,569816,65691,7649,1635,26283.86,3454155,4,18,3249.0,41,40.6583
457,YT00456,261,5,1,1,395411,10149,1407,336,76631.25,1545580,6,12,5843.0,40,18.5152
458,YT00457,256,4,4,8,588563,60261,6183,1865,143036.77,1922680,1,12,7640.0,45,41.461
459,YT00458,174,4,1,4,685722,24269,4281,1194,157644.78,3912702,14,9,3671.0,41,31.9548
460,YT00459,229,1,4,4,1334465,61343,6860,3761,270359.67,3210320,1,10,215.0,41,59.5279
461,YT00460,251,5,4,2,214156,7838,445,204,17236.91,179686,6,14,2823.0,41,13.6899
462,YT00461,174,3,4,4,442867,16521,2894,610,37014.55,101688,2,7,8483.0,41,22.8172
463,YT00462,249,3,3,6,716291,40114,3828,1112,65242.27,990350,3,15,17899.0,41,37.2166
464,YT00463,208,1,4,4,484705,45305,1493,3042,83005.26,3759964,14,10,7818.0,41,36.8992
465,YT00464,279,5,4,5,544178,56934,7107,1307,97367.37,3703230,7,7,14084.0,37,39.5459
466,YT00465,287,1,1,8,759570,62105,10003,1253,119985.34,3993966,2,9,9120.0,45,44.0735
467,YT00466,51,5,2,2,208056,9170,280,162,18331.64,232874,9,13,2653.0,41,14.9046
468,YT00467,216,2,1,6,214906,12635,707,747,58785.97,71937,13,6,7880.0,41,18.7886
469,YT00468,126,4,4,5,527713,24395,3702,1731,115976.55,2294712,11,9,3614.0,37,28.3718
470,YT00469,159,2,1,2,912832,56762,5247,2097,63043.32,3618385,4,18,15849.0,41,46.2698
471,YT00470,283,1,1,2,730127,51786,4794,4155,200170.65,2913747,6,13,2852.0,41,41.7734
472,YT00471,205,2,2,2,375643,12938,1408,1006,80118.21,2855669,12,13,3201.0,41,19.9598
473,YT00472,265,4,1,3,208450,19340,2897,1735,49619.09,1367339,4,4,871.0,50,26.5471
474,YT00473,240,1,4,4,351233,27096,3422,1328,31003.46,1030524,6,14,4925.0,41,27.8284
475,YT00474,218,1,1,6,474523,40998,2445,2977,69577.95,1828570,14,11,17709.0,41,35.0891
476,YT00475,142,5,1,1,544328,30845,2844,2547,86918.32,2152244,6,9,11536.0,40,31.4543
477,YT00476,107,5,1,8,622170,61980,5622,4559,33395.91,2272490,8,13,10337.0,45,43.7294
478,YT00477,274,3,3,1,576002,28604,3130,2281,144678.24,3444801,12,17,12461.0,40,31.103
479,YT00478,120,2,1,4,810270,47180,4843,1015,69872.41,1028989,10,4,17784.0,41,41.2356
480,YT00479,52,2,3,2,437244,19701,1804,868,76796.85,1235706,6,3,10333.0,41,24.3013
481,YT00480,103,3,2,5,556104,36979,5136,977,36024.48,3542188,9,5,10873.0,37,33.1471
482,YT00481,144,5,4,4,220870,19919,2244,1791,43734.71,509809,5,7,1175.0,41,26.4566
483,YT00482,103,2,4,1,290468,8255,813,422,70287.14,1632934,9,17,1123.0,40,15.1419
484,YT00483,273,2,3,6,633528,63824,3431,2106,51639.28,2863795,6,3,15990.0,41,43.2457
485,YT00484,279,1,4,3,1134172,94272,4787,7557,316578.83,3317967,4,13,17837.0,50,60.1426
486,YT00485,34,5,2,1,159975,14830,2151,1204,43765.0,544891,6,10,1399.0,40,24.4501
487,YT00486,88,2,3,1,484138,28440,4312,2298,40790.03,76943,3,17,5502.0,40,29.5497
488,YT00487,86,3,3,7,116734,5924,492,489,21919.22,917469,11,12,1780.0,44,13.5461
489,YT00488,205,5,4,4,313990,16604,2531,873,40470.25,2306797,4,5,1753.0,41,21.2793
490,YT00489,110,2,4,8,498889,13036,1309,527,63385.88,552100,5,4,10724.0,45,22.6772
491,YT00490,173,5,1,5,611345,63528,5543,5028,122942.86,2116450,14,18,3073.0,37,43.6095
492,YT00491,77,5,1,5,292509,29342,3536,573,53990.68,1616513,14,15,2058.0,37,29.6638
493,YT00492,29,3,3,6,445771,40956,2791,2337,49440.38,198140,10,13,17487.0,41,34.8107
494,YT00493,101,2,3,3,994942,74160,8582,1506,271094.97,2873838,3,15,6976.0,50,51.7329
495,YT00494,195,4,2,8,322611,13813,2156,1229,25964.46,1642387,11,7,8601.0,45,19.8584
496,YT00495,160,1,2,4,608486,54944,7364,3093,92367.72,3866034,14,4,289.0,41,40.7724
497,YT00496,85,3,3,6,451330,23271,2524,1192,35300.36,2879445,9,3,13067.0,41,26.313
498,YT00497,125,4,4,3,1195355,37050,2642,2192,301953.59,3752074,10,18,16894.0,50,50.8859
499,YT00498,152,1,1,3,688904,57858,3201,3984,33429.91,1345313,13,5,16378.0,50,42.8076
500,YT00499,246,5,1,3,397744,32212,3973,2781,44867.76,3456885,14,5,990.0,50,31.2053
501,YT00500,172,3,1,2,667556,36663,3175,2594,104809.73,1302809,4,16,15790.0,41,35.6915
502,YT00501,48,4,1,7,311099,27236,2085,793,40898.02,294139,10,9,13696.0,44,28.0426
503,YT00502,42,3,1,8,613893,64155,2767,4070,166763.61,195224,2,15,12104.0,45,43.3097
504,YT00503,76,5,3,1,807442,71687,6910,3589,49571.4,3695041,5,6,15930.0,40,48.0349
505,YT00504,269,2,2,8,594677,24082,2027,770,128202.27,489794,4,13,11609.0,45,29.3291
506,YT00505,255,1,2,3,747111,66019,9151,5252,126398.03,3623651,5,2,13707.0,50,46.2553
507,YT00506,237,4,3,7,401326,20802,3019,606,34532.95,1240940,9,8,15245.0,44,24.1432
508,YT00507,300,5,4,4,1302621,139163,19802,5717,185611.47,1892756,11,16,17986.0,41,69.4905
509,YT00508,92,3,3,4,542643,51250,5806,2948,91010.82,2371188,13,16,4810.0,41,39.1331
510,YT00509,74,5,4,5,706475,41997,1278,1229,126632.52,1658886,12,15,14013.0,37,37.571
511,YT00510,59,4,2,4,109880,11611,761,768,25294.11,59081,3,6,893.0,41,23.8305
512,YT00511,256,3,1,1,223512,12163,474,922,57062.65,1438671,14,12,6658.0,40,18.4099
513,YT00512,192,4,1,7,476958,28557,1468,2435,105304.16,429072,3,14,14458.0,44,29.5865
514,YT00513,117,1,4,8,733335,48902,2298,3194,73398.1,983391,5,9,17178.0,45,40.7156
515,YT00514,35,1,4,4,344713,22730,1885,1841,76106.7,3591898,9,13,3509.0,41,25.7239
516,YT00515,195,5,2,6,504683,21459,2891,1663,30030.1,2164513,12,3,14738.0,41,26.7398
517,YT00516,76,4,4,7,652129,53188,5422,1934,95280.47,3339505,3,7,14971.0,44,40.1904
518,YT00517,95,1,2,3,511762,17543,1194,1572,124045.65,2778402,4,10,11375.0,50,25.3107
519,YT00518,13,4,4,5,484593,20545,2740,1285,112641.95,41081,7,15,13088.0,37,25.7742
520,YT00519,242,4,3,6,251308,8009,1261,434,65941.53,2659558,11,12,10098.0,41,14.3799
521,YT00520,41,5,1,6,760974,45132,1532,1300,90349.48,1825549,1,18,10067.0,41,39.6517
522,YT00521,222,2,3,4,641414,23067,2084,653,174716.35,1529728,1,9,5077.0,41,30.1679
523,YT00522,116,2,2,2,155426,17406,1183,473,42911.56,234211,13,9,1998.0,41,24.6124
524,YT00523,257,4,4,1,860702,22482,943,1093,209445.8,3689852,10,6,2069.0,40,36.7766
525,YT00524,211,5,1,5,491572,50615,4808,3481,58845.05,1968226,11,12,1665.0,37,38.6733
526,YT00525,245,3,4,6,236209,16817,1078,837,20261.02,3511628,5,15,6600.0,41,22.113
527,YT00526,53,5,4,5,651139,32332,1549,1367,63547.33,3382814,8,16,116.0,37,33.5542
528,YT00527,179,4,3,3,540272,41176,7355,1550,75347.0,1861941,1,18,1743.0,50,34.7538
529,YT00528,244,5,3,5,487314,13683,1050,469,44676.93,1001771,8,16,5297.0,37,22.5939
530,YT00529,283,3,4,2,601181,20438,3212,1710,112512.0,1306400,13,9,16763.0,41,28.6691
531,YT00530,242,5,2,7,305419,20162,1361,781,68167.68,1669946,7,9,14081.0,44,23.5174
532,YT00531,159,2,4,7,392307,38047,4575,1898,73921.02,2728495,1,14,1850.0,44,33.6549
533,YT00532,150,2,2,2,179969,17416,2600,1508,12631.92,96291,13,9,3063.0,41,26.2537
534,YT00533,214,4,1,5,964062,35474,3607,1925,161344.37,2306580,6,4,14053.0,37,43.1066
535,YT00534,32,4,4,7,444637,34938,5721,1236,61723.68,2709301,10,18,11588.0,44,31.4909
536,YT00535,178,4,4,7,270249,14329,701,281,11452.28,2537556,11,4,5141.0,44,19.174
537,YT00536,65,5,1,7,152070,4892,504,171,33170.07,2572059,7,9,1294.0,44,10.4363
538,YT00537,199,3,1,8,807039,76557,2862,3164,219302.01,3483652,9,12,10264.0,45,49.1039
539,YT00538,229,2,4,2,611158,16234,2785,1253,73142.02,3614509,7,5,9300.0,41,27.3712
540,YT00539,187,5,2,6,572914,22291,3612,1115,105583.4,2497392,5,6,9771.0,41,28.3294
541,YT00540,136,4,4,7,432625,21209,3538,641,62658.23,3214125,6,17,5389.0,44,24.7895
