video_id,title,category,subcategory,region,channel_type,published_at,trending_date,views,likes,comments,shares,watch_time_minutes,subscriber_count,days_since_published,tag_count,ad_spend
YT00395,Comedy creator video 395: trending ideas,Entertainment,Comedy,Australia,Brand,2025-08-26,2025-09-05,745731,25732,4215,1169,205613.21,3567075,10,17,6785
YT00396,Esports creator video 396: trending ideas,Gaming,Esports,United Kingdom,Brand,2025-08-11,2025-08-15,267935,12994,1685,317,38452.01,107384,4,6,8347
YT00397,Science creator video 397: trending ideas,Education,Science,United States,Media Company,2025-03-05,2025-03-10,314084,22757,1183,949,74805.8,206564,5,12,10127
YT00398,Film & Animation creator video 398: trending ideas,Entertainment,Film & Animation,United Kingdom,Educational,2025-07-10,2025-07-16,234978,26003,3607,638,10088.43,306967,6,12,2710
YT00399,Walkthrough creator video 399: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-07-03,2025-07-06,188394,13517,1228,349,20075.46,25754,3,7,2064
YT00400,Science creator video 400: trending ideas,Education,Science,United States,Individual,2025-02-06,2025-02-07,814639,36930,3413,3301,165213.93,3251932,1,16,9227
YT00401,Walkthrough creator video 401: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-07-24,2025-08-05,675619,64667,5930,1508,148076.17,1912632,12,6,14355
YT00402,Science creator video 402: trending ideas,Education,Science,United States,Individual,2025-03-07,2025-03-18,411616,31366,4706,1755,17404.53,2101565,11,2,16592
YT00403,Walkthrough creator video 403: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-07-21,2025-07-23,276099,11293,742,533,24366.99,411226,2,14,1082
YT00404,Hip Hop creator video 404: trending ideas,Music,Hip Hop,Australia,Media Company,2025-05-20,2025-05-30,544486,41683,3225,3152,26237.39,588511,10,16,4088
YT00405,Walkthrough creator video 405: trending ideas,Gaming,Walkthrough,United States,Educational,2025-05-05,2025-05-17,853007,86763,3197,4857,102622.95,2441917,12,9,17835
YT00406,Hip Hop creator video 406: trending ideas,Music,Hip Hop,United States,Educational,2025-09-21,2025-09-28,689728,52910,4891,2565,54597.93,3976097,7,2,17840
YT00407,Technology creator video 407: trending ideas,Education,Technology,United Kingdom,Educational,2025-04-28,2025-05-09,321172,28699,4410,2483,73325.59,1967359,11,5,14416
YT00408,Science creator video 408: trending ideas,Education,Science,India,Educational,2025-01-29,2025-02-09,212371,20224,1987,792,39935.24,2609413,11,6,5028
YT00409,Pop creator video 409: trending ideas,Music,Pop,Australia,Educational,2025-04-04,2025-04-06,1378539,131596,23270,7662,232144.08,2566365,2,13,5304
YT00410,Walkthrough creator video 410: trending ideas,Gaming,Walkthrough,Canada,Educational,2025-04-03,2025-04-08,414565,27659,3930,2008,65535.8,1385802,5,9,9498
YT00411,Technology creator video 411: trending ideas,Education,Technology,India,Educational,2025-03-31,2025-04-11,673267,48758,2013,2674,113813.01,3650687,11,13,17753
YT00412,Hip Hop creator video 412: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-15,2025-01-17,764856,19957,971,1166,36707.11,1591833,2,13,7741
YT00413,Hip Hop creator video 413: trending ideas,Music,Hip Hop,United States,Educational,2025-07-24,2025-08-05,869077,34186,4538,2813,164472.63,2665597,12,7,9048
YT00414,Technology creator video 414: trending ideas,Education,Technology,United States,Educational,2025-02-06,2025-02-15,651468,58810,9829,2661,178091.29,2809956,9,16,15528
YT00415,Comedy creator video 415: trending ideas,Entertainment,Comedy,Australia,Media Company,2025-04-10,2025-04-14,864390,40377,1885,1341,106317.15,1326924,4,7,16607
YT00416,Science creator video 416: trending ideas,Education,Science,Canada,Media Company,2025-09-03,2025-09-04,247341,6740,516,535,11247.77,336112,1,10,4683
YT00417,Pop creator video 417: trending ideas,Music,Pop,Australia,Media Company,2025-09-09,2025-09-22,309971,15194,1560,668,24001.5,178712,13,13,6025
YT00418,Comedy creator video 418: trending ideas,Entertainment,Comedy,Canada,Brand,2025-03-25,2025-04-08,546929,35302,4071,1945,108874.07,2093999,14,10,4796
YT00419,Esports creator video 419: trending ideas,Gaming,Esports,United Kingdom,Media Company,2025-01-29,2025-02-06,681887,57765,5350,4681,87270.45,78222,8,15,14182
YT00420,Science creator video 420: trending ideas,Education,Science,Canada,Educational,2025-04-05,2025-04-14,180333,12090,1403,1033,48891.7,3045882,9,6,9866
YT00421,Esports creator video 421: trending ideas,Gaming,Esports,India,Educational,2025-10-22,2025-10-24,472720,16738,834,517,124283.54,2738912,2,2,8718
YT00422,Technology creator video 422: trending ideas,Education,Technology,United States,Media Company,2025-02-24,2025-03-07,298814,22213,2342,676,77170.4,1554127,11,4,17306
YT00423,Hip Hop creator video 423: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-14,2025-01-26,498321,29104,1408,1834,57515.93,3689979,12,11,6953
YT00424,Esports creator video 424: trending ideas,Gaming,Esports,Canada,Individual,2025-03-30,2025-04-06,687456,53650,4775,3477,107651.92,1247531,7,13,17495
YT00425,Technology creator video 425: trending ideas,Education,Technology,United States,Individual,2025-08-16,2025-08-20,284394,11502,1244,221,57481.24,1417541,4,7,11544
YT00426,Technology creator video 426: trending ideas,Education,Technology,United Kingdom,Individual,2025-10-15,2025-10-29,525901,29872,4011,2509,34439.64,1568692,14,2,16431
YT00427,Walkthrough creator video 427: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-10-09,2025-10-13,652296,67648,4613,1205,142571.82,3795731,4,16,13215
YT00428,Hip Hop creator video 428: trending ideas,Music,Hip Hop,Canada,Brand,2025-09-12,2025-09-15,965146,32620,4811,1762,164262.39,3175730,3,16,13173
YT00429,Technology creator video 429: trending ideas,Education,Technology,India,Individual,2025-07-12,2025-07-15,790524,73449,12892,2663,143958.21,3280133,3,18,9354
YT00430,Hip Hop creator video 430: trending ideas,Music,Hip Hop,Australia,Individual,2025-05-16,2025-05-17,985573,85989,12253,7702,178941.51,1333266,1,18,11418
YT00431,Technology creator video 431: trending ideas,Education,Technology,United States,Brand,2025-02-21,2025-03-04,182731,19250,2953,1687,47356.52,1110443,11,5,5624
YT00432,Comedy creator video 432: trending ideas,Entertainment,Comedy,India,Brand,2025-05-29,2025-06-02,966941,109302,8093,5182,95615.01,3245677,4,14,17345
YT00433,Film & Animation creator video 433: trending ideas,Entertainment,Film & Animation,United Kingdom,Educational,2025-06-25,2025-06-28,810906,92268,5046,7902,147834.33,568683,3,8,17206
YT00434,Technology creator video 434: trending ideas,Education,Technology,India,Educational,2025-06-22,2025-06-27,443823,30541,4096,1197,120113.05,2384628,5,18,960
YT00435,Comedy creator video 435: trending ideas,Entertainment,Comedy,United States,Educational,2025-02-03,2025-02-10,382119,31507,1078,2663,98811.04,515569,7,15,5944
YT00436,Esports creator video 436: trending ideas,Gaming,Esports,United States,Educational,2025-10-09,2025-10-12,277777,13556,747,642,68623.9,400420,3,5,3762
YT00437,Hip Hop creator video 437: trending ideas,Music,Hip Hop,United States,Educational,2025-05-04,2025-05-15,190470,17268,724,1265,44437.17,1118463,11,5,1023
YT00438,Hip Hop creator video 438: trending ideas,Music,Hip Hop,United States,Brand,2025-03-23,2025-03-27,638803,68981,6043,1438,82304.17,1568687,4,2,10031
YT00439,Science creator video 439: trending ideas,Education,Science,Australia,Brand,2025-04-28,2025-05-06,321914,37604,1301,3088,74955.95,819430,8,3,17839
YT00440,Esports creator video 440: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-04-07,2025-04-10,878398,100618,6145,8578,175962.14,3611725,3,2,12583
YT00441,Esports creator video 441: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-06-29,2025-07-11,266792,22816,2272,1878,73380.86,279110,12,11,6756
YT00442,Hip Hop creator video 442: trending ideas,Music,Hip Hop,Canada,Individual,2025-02-07,2025-02-11,452844,33197,1934,1982,55681.19,1467983,4,15,5463
YT00443,Esports creator video 443: trending ideas,Gaming,Esports,Australia,Individual,2025-09-29,2025-10-08,323570,24366,2943,523,69246.45,955864,9,11,6463
YT00444,Hip Hop creator video 444: trending ideas,Music,Hip Hop,Australia,Media Company,2025-02-20,2025-02-24,859551,92568,10541,4145,131640.94,992545,4,16,17355
YT00445,Esports creator video 445: trending ideas,Gaming,Esports,United Kingdom,Individual,2025-03-04,2025-03-14,570942,52558,7689,1456,145038.81,2094032,10,18,9261
YT00446,Comedy creator video 446: trending ideas,Entertainment,Comedy,United States,Media Company,2025-02-08,2025-02-16,870455,45387,3724,710,196395.08,3372631,8,17,564
YT00447,Technology creator video 447: trending ideas,Education,Technology,India,Individual,2025-10-04,2025-10-13,228924,12618,1468,275,38904.84,3085995,9,6,7691
YT00448,Hip Hop creator video 448: trending ideas,Music,Hip Hop,Canada,Media Company,2025-09-28,2025-10-12,640143,70305,3356,3813,132027.45,3741873,14,3,5447
YT00449,Comedy creator video 449: trending ideas,Entertainment,Comedy,Canada,Educational,2025-09-20,2025-09-29,523439,38493,6702,2304,53799.36,1775917,9,6,5199
YT00450,Pop creator video 450: trending ideas,Music,Pop,United States,Educational,2025-02-08,2025-02-18,640416,69703,6020,3911,96432.4,3026348,10,10,2573
YT00451,Hip Hop creator video 451: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-31,2025-09-12,201242,17444,654,327,53512.5,1396872,12,10,70
YT00452,Walkthrough creator video 452: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-04-13,2025-04-27,473092,53462,3728,1409,33785.04,3480270,14,14,7057
YT00453,Comedy creator video 453: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-06-23,2025-07-02,665357,42708,3253,3303,70568.09,2265379,9,15,8200
YT00454,Walkthrough creator video 454: trending ideas,Gaming,Walkthrough,Canada,Brand,2025-04-02,2025-04-08,521553,19961,3289,683,54565.76,2113340,6,5,8569
YT00455,Esports creator video 455: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-06-11,2025-06-15,569816,65691,7649,1635,26283.86,3454155,4,18,3249
YT00456,Comedy creator video 456: trending ideas,Entertainment,Comedy,United States,Brand,2025-09-17,2025-09-23,395411,10149,1407,336,76631.25,1545580,6,12,5843
YT00457,Walkthrough creator video 457: trending ideas,Gaming,Walkthrough,United Kingdom,Media Company,2025-09-17,2025-09-18,588563,60261,6183,1865,143036.77,1922680,1,12,7640
YT00458,Hip Hop creator video 458: trending ideas,Music,Hip Hop,United Kingdom,Brand,2025-06-14,2025-06-28,685722,24269,4281,1194,157644.78,3912702,14,9,3671
YT00459,Hip Hop creator video 459: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-21,2025-08-22,1334465,61343,6860,3761,270359.67,3210320,1,10,215
YT00460,Esports creator video 460: trending ideas,Gaming,Esports,United States,Media Company,2025-09-07,2025-09-13,214156,7838,445,204,17236.91,179686,6,14,2823
YT00461,Hip Hop creator video 461: trending ideas,Music,Hip Hop,India,Media Company,2025-06-26,2025-06-28,442867,16521,2894,610,37014.55,101688,2,7,8483
YT00462,Science creator video 462: trending ideas,Education,Science,India,Individual,2025-09-08,2025-09-11,716291,40114,3828,1112,65242.27,990350,3,15,17899
YT00463,Hip Hop creator video 463: trending ideas,Music,Hip Hop,Australia,Media Company,2025-07-18,2025-08-01,484705,45305,1493,3042,83005.26,3759964,14,10,7818
YT00464,Pop creator video 464: trending ideas,Music,Pop,United States,Media Company,2025-10-04,2025-10-11,544178,56934,7107,1307,97367.37,3703230,7,7,14084
YT00465,Walkthrough creator video 465: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-10-17,2025-10-19,759570,62105,10003,1253,119985.34,3993966,2,9,9120
YT00466,Esports creator video 466: trending ideas,Gaming,Esports,United States,Educational,2025-02-14,2025-02-23,208056,9170,280,162,18331.64,232874,9,13,2653
YT00467,Science creator video 467: trending ideas,Education,Science,Canada,Brand,2025-07-27,2025-08-09,214906,12635,707,747,58785.97,71937,13,6,7880
YT00468,Pop creator video 468: trending ideas,Music,Pop,United Kingdom,Media Company,2025-04-30,2025-05-11,527713,24395,3702,1731,115976.55,2294712,11,9,3614
YT00469,Esports creator video 469: trending ideas,Gaming,Esports,Canada,Brand,2025-06-09,2025-06-13,912832,56762,5247,2097,63043.32,3618385,4,18,15849
YT00470,Esports creator video 470: trending ideas,Gaming,Esports,Australia,Brand,2025-10-09,2025-10-15,730127,51786,4794,4155,200170.65,2913747,6,13,2852
YT00471,Esports creator video 471: trending ideas,Gaming,Esports,Canada,Educational,2025-07-17,2025-07-29,375643,12938,1408,1006,80118.21,2855669,12,13,3201
YT00472,Film & Animation creator video 472: trending ideas,Entertainment,Film & Animation,United Kingdom,Brand,2025-09-23,2025-09-27,208450,19340,2897,1735,49619.09,1367339,4,4,871
YT00473,Hip Hop creator video 473: trending ideas,Music,Hip Hop,Australia,Media Company,2025-08-27,2025-09-02,351233,27096,3422,1328,31003.46,1030524,6,14,4925
YT00474,Science creator video 474: trending ideas,Education,Science,Australia,Brand,2025-07-28,2025-08-11,474523,40998,2445,2977,69577.95,1828570,14,11,17709
YT00475,Comedy creator video 475: trending ideas,Entertainment,Comedy,United States,Brand,2025-05-21,2025-05-27,544328,30845,2844,2547,86918.32,2152244,6,9,11536
YT00476,Walkthrough creator video 476: trending ideas,Gaming,Walkthrough,United States,Brand,2025-04-13,2025-04-21,622170,61980,5622,4559,33395.91,2272490,8,13,10337
YT00477,Comedy creator video 477: trending ideas,Entertainment,Comedy,India,Individual,2025-09-24,2025-10-06,576002,28604,3130,2281,144678.24,3444801,12,17,12461
YT00478,Hip Hop creator video 478: trending ideas,Music,Hip Hop,Canada,Brand,2025-04-25,2025-05-05,810270,47180,4843,1015,69872.41,1028989,10,4,17784
YT00479,Esports creator video 479: trending ideas,Gaming,Esports,Canada,Individual,2025-02-18,2025-02-24,437244,19701,1804,868,76796.85,1235706,6,3,10333
YT00480,Pop creator video 480: trending ideas,Music,Pop,India,Educational,2025-04-08,2025-04-17,556104,36979,5136,977,36024.48,3542188,9,5,10873
YT00481,Hip Hop creator video 481: trending ideas,Music,Hip Hop,United States,Media Company,2025-05-24,2025-05-29,220870,19919,2244,1791,43734.71,509809,5,7,1175
YT00482,Comedy creator video 482: trending ideas,Entertainment,Comedy,Canada,Media Company,2025-04-08,2025-04-17,290468,8255,813,422,70287.14,1632934,9,17,1123
YT00483,Science creator video 483: trending ideas,Education,Science,Canada,Individual,2025-09-29,2025-10-05,633528,63824,3431,2106,51639.28,2863795,6,3,15990
YT00484,Film & Animation creator video 484: trending ideas,Entertainment,Film & Animation,Australia,Media Company,2025-10-07,2025-10-11,1134172,94272,4787,7557,316578.83,3317967,4,13,17837
YT00485,Comedy creator video 485: trending ideas,Entertainment,Comedy,United States,Educational,2025-01-31,2025-02-06,159975,14830,2151,1204,43765.0,544891,6,10,1399
YT00486,Comedy creator video 486: trending ideas,Entertainment,Comedy,Canada,Individual,2025-03-30,2025-04-02,484138,28440,4312,2298,40790.03,76943,3,17,5502
YT00487,Technology creator video 487: trending ideas,Education,Technology,India,Individual,2025-03-20,2025-03-31,116734,5924,492,489,21919.22,917469,11,12,1780
YT00488,Hip Hop creator video 488: trending ideas,Music,Hip Hop,United States,Media Company,2025-07-25,2025-07-29,313990,16604,2531,873,40470.25,2306797,4,5,1753
YT00489,Walkthrough creator video 489: trending ideas,Gaming,Walkthrough,Canada,Media Company,2025-04-20,2025-04-25,498889,13036,1309,527,63385.88,552100,5,4,10724
YT00490,Pop creator video 490: trending ideas,Music,Pop,United States,Brand,2025-06-13,2025-06-27,611345,63528,5543,5028,122942.86,2116450,14,18,3073
YT00491,Pop creator video 491: trending ideas,Music,Pop,United States,Brand,2025-03-08,2025-03-22,292509,29342,3536,573,53990.68,1616513,14,15,2058
YT00492,Science creator video 492: trending ideas,Education,Science,India,Individual,2025-01-22,2025-02-01,445771,40956,2791,2337,49440.38,198140,10,13,17487
YT00493,Film & Animation creator video 493: trending ideas,Entertainment,Film & Animation,Canada,Individual,2025-04-12,2025-04-15,994942,74160,8582,1506,271094.97,2873838,3,15,6976
YT00494,Walkthrough creator video 494: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-07-08,2025-07-19,322611,13813,2156,1229,25964.46,1642387,11,7,8601
YT00495,Hip Hop creator video 495: trending ideas,Music,Hip Hop,Australia,Educational,2025-05-31,2025-06-14,608486,54944,7364,3093,92367.72,3866034,14,4,289
YT00496,Science creator video 496: trending ideas,Education,Science,India,Individual,2025-03-21,2025-03-30,451330,23271,2524,1192,35300.36,2879445,9,3,13067
YT00497,Film & Animation creator video 497: trending ideas,Entertainment,Film & Animation,United Kingdom,Media Company,2025-04-30,2025-05-10,1195355,37050,2642,2192,301953.59,3752074,10,18,16894
YT00498,Film & Animation creator video 498: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-05-24,2025-06-06,688904,57858,3201,3984,33429.91,1345313,13,5,16378
YT00499,Film & Animation creator video 499: trending ideas,Entertainment,Film & Animation,United States,Brand,2025-08-25,2025-09-08,397744,32212,3973,2781,44867.76,3456885,14,5,990
YT00500,Esports creator video 500: trending ideas,Gaming,Esports,India,Brand,2025-06-22,2025-06-26,667556,36663,3175,2594,104809.73,1302809,4,16,15790
YT00501,Technology creator video 501: trending ideas,Education,Technology,United Kingdom,Brand,2025-02-10,2025-02-20,311099,27236,2085,793,40898.02,294139,10,9,13696
YT00502,Walkthrough creator video 502: trending ideas,Gaming,Walkthrough,India,Brand,2025-02-12,2025-02-14,613893,64155,2767,4070,166763.61,195224,2,15,12104
YT00503,Comedy creator video 503: trending ideas,Entertainment,Comedy,United States,Individual,2025-03-16,2025-03-21,807442,71687,6910,3589,49571.4,3695041,5,6,15930
YT00504,Walkthrough creator video 504: trending ideas,Gaming,Walkthrough,Canada,Educational,2025-09-27,2025-10-01,594677,24082,2027,770,128202.27,489794,4,13,11609
YT00505,Film & Animation creator video 505: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-09-12,2025-09-17,747111,66019,9151,5252,126398.03,3623651,5,2,13707
YT00506,Technology creator video 506: trending ideas,Education,Technology,United Kingdom,Individual,2025-08-21,2025-08-30,401326,20802,3019,606,34532.95,1240940,9,8,15245
YT00507,Hip Hop creator video 507: trending ideas,Music,Hip Hop,United States,Media Company,2025-10-21,2025-11-01,1302621,139163,19802,5717,185611.47,1892756,11,16,17986
YT00508,Hip Hop creator video 508: trending ideas,Music,Hip Hop,India,Individual,2025-03-24,2025-04-06,542643,51250,5806,2948,91010.82,2371188,13,16,4810
YT00509,Pop creator video 509: trending ideas,Music,Pop,United States,Media Company,2025-03-07,2025-03-19,706475,41997,1278,1229,126632.52,1658886,12,15,14013
YT00510,Hip Hop creator video 510: trending ideas,Music,Hip Hop,United Kingdom,Educational,2025-02-28,2025-03-03,109880,11611,761,768,25294.11,59081,3,6,893
YT00511,Comedy creator video 511: trending ideas,Entertainment,Comedy,India,Brand,2025-09-04,2025-09-18,223512,12163,474,922,57062.65,1438671,14,12,6658
YT00512,Technology creator video 512: trending ideas,Education,Technology,United Kingdom,Brand,2025-07-13,2025-07-16,476958,28557,1468,2435,105304.16,429072,3,14,14458
YT00513,Walkthrough creator video 513: trending ideas,Gaming,Walkthrough,Australia,Media Company,2025-04-27,2025-05-02,733335,48902,2298,3194,73398.1,983391,5,9,17178
YT00514,Hip Hop creator video 514: trending ideas,Music,Hip Hop,Australia,Media Company,2025-01-29,2025-02-07,344713,22730,1885,1841,76106.7,3591898,9,13,3509
YT00515,Science creator video 515: trending ideas,Education,Science,United States,Educational,2025-07-07,2025-07-19,504683,21459,2891,1663,30030.1,2164513,12,3,14738
YT00516,Technology creator video 516: trending ideas,Education,Technology,United Kingdom,Media Company,2025-03-18,2025-03-21,652129,53188,5422,1934,95280.47,3339505,3,7,14971
YT00517,Film & Animation creator video 517: trending ideas,Entertainment,Film & Animation,Australia,Educational,2025-04-05,2025-04-09,511762,17543,1194,1572,124045.65,2778402,4,10,11375
YT00518,Pop creator video 518: trending ideas,Music,Pop,United Kingdom,Media Company,2025-01-09,2025-01-16,484593,20545,2740,1285,112641.95,41081,7,15,13088
YT00519,Science creator video 519: trending ideas,Education,Science,United Kingdom,Individual,2025-08-24,2025-09-04,251308,8009,1261,434,65941.53,2659558,11,12,10098
YT00520,Science creator video 520: trending ideas,Education,Science,United States,Brand,2025-02-12,2025-02-13,760974,45132,1532,1300,90349.48,1825549,1,18,10067
YT00521,Hip Hop creator video 521: trending ideas,Music,Hip Hop,Canada,Individual,2025-08-14,2025-08-15,641414,23067,2084,653,174716.35,1529728,1,9,5077
YT00522,Esports creator video 522: trending ideas,Gaming,Esports,Canada,Educational,2025-04-18,2025-05-01,155426,17406,1183,473,42911.56,234211,13,9,1998
YT00523,Comedy creator video 523: trending ideas,Entertainment,Comedy,United Kingdom,Media Company,2025-09-09,2025-09-19,860702,22482,943,1093,209445.8,3689852,10,6,2069
YT00524,Pop creator video 524: trending ideas,Music,Pop,United States,Brand,2025-07-24,2025-08-04,491572,50615,4808,3481,58845.05,1968226,11,12,1665
YT00525,Science creator video 525: trending ideas,Education,Science,India,Media Company,2025-09-02,2025-09-07,236209,16817,1078,837,20261.02,3511628,5,15,6600
YT00526,Pop creator video 526: trending ideas,Music,Pop,United States,Media Company,2025-02-17,2025-02-25,651139,32332,1549,1367,63547.33,3382814,8,16,116
YT00527,Film & Animation creator video 527: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-07-02,2025-07-03,540272,41176,7355,1550,75347.0,1861941,1,18,1743
YT00528,Pop creator video 528: trending ideas,Music,Pop,United States,Individual,2025-08-29,2025-09-06,487314,13683,1050,469,44676.93,1001771,8,16,5297
YT00529,Esports creator video 529: trending ideas,Gaming,Esports,India,Media Company,2025-10-02,2025-10-15,601181,20438,3212,1710,112512.0,1306400,13,9,16763
YT00530,Technology creator video 530: trending ideas,Education,Technology,United States,Educational,2025-08-28,2025-09-04,305419,20162,1361,781,68167.68,1669946,7,9,14081
YT00531,Technology creator video 531: trending ideas,Education,Technology,Canada,Media Company,2025-06-12,2025-06-13,392307,38047,4575,1898,73921.02,2728495,1,14,1850
YT00532,Esports creator video 532: trending ideas,Gaming,Esports,Canada,Educational,2025-05-22,2025-06-04,179969,17416,2600,1508,12631.92,96291,13,9,3063
YT00533,Pop creator video 533: trending ideas,Music,Pop,United Kingdom,Brand,2025-08-01,2025-08-07,964062,35474,3607,1925,161344.37,2306580,6,4,14053
YT00534,Technology creator video 534: trending ideas,Education,Technology,United Kingdom,Media Company,2025-01-25,2025-02-04,444637,34938,5721,1236,61723.68,2709301,10,18,11588
YT00535,Technology creator video 535: trending ideas,Education,Technology,United Kingdom,Media Company,2025-06-21,2025-07-02,270249,14329,701,281,11452.28,2537556,11,4,5141
YT00536,Technology creator video 536: trending ideas,Education,Technology,United States,Brand,2025-03-02,2025-03-09,152070,4892,504,171,33170.07,2572059,7,9,1294
YT00537,Walkthrough creator video 537: trending ideas,Gaming,Walkthrough,India,Brand,2025-07-14,2025-07-23,807039,76557,2862,3164,219302.01,3483652,9,12,10264
YT00538,Esports creator video 538: trending ideas,Gaming,Esports,Canada,Media Company,2025-08-15,2025-08-22,611158,16234,2785,1253,73142.02,3614509,7,5,9300
YT00539,Science creator video 539: trending ideas,Education,Science,United States,Educational,2025-07-06,2025-07-11,572914,22291,3612,1115,105583.4,2497392,5,6,9771
YT00540,Technology creator video 540: trending ideas,Education,Technology,United Kingdom,Media Company,2025-05-15,2025-05-21,432625,21209,3538,641,62658.23,3214125,6,17,5389
YT00541,Technology creator video 541: trending ideas,Education,Technology,India,Brand,2025-10-09,2025-10-10,738135,67348,4952,4241,167056.99,3489709,1,7,9506
YT00542,Pop creator video 542: trending ideas,Music,Pop,United States,Educational,2025-01-18,2025-01-25,715092,75021,9476,2715,146463.48,3790691,7,12,2703
YT00543,Esports creator video 543: trending ideas,Gaming,Esports,United Kingdom,Educational,2025-07-29,2025-08-05,727948,36452,4684,1540,188507.41,3096295,7,14,12881
YT00544,Walkthrough creator video 544: trending ideas,Gaming,Walkthrough,India,Media Company,2025-08-30,2025-09-02,883613,98455,7760,5198,90699.17,3952535,3,9,9637
YT00545,Science creator video 545: trending ideas,Education,Science,United Kingdom,Educational,2025-02-05,2025-02-06,474648,24401,2360,711,41255.61,3238002,1,7,12243
YT00546,Film & Animation creator video 546: trending ideas,Entertainment,Film & Animation,Australia,Brand,2025-04-14,2025-04-22,494729,25790,2247,1341,82854.19,152755,8,15,12125
YT00547,Esports creator video 547: trending ideas,Gaming,Esports,Canada,Educational,2025-03-03,2025-03-06,394207,19938,1721,696,97980.38,1576955,3,10,19
YT00548,Walkthrough creator video 548: trending ideas,Gaming,Walkthrough,Australia,Educational,2025-08-07,2025-08-10,327288,15574,524,1098,78714.72,546813,3,3,7500
YT00549,Pop creator video 549: trending ideas,Music,Pop,United Kingdom,Educational,2025-01-19,2025-02-01,559455,22404,1556,1511,74498.45,2974431,13,2,11175
YT00550,Hip Hop creator video 550: trending ideas,Music,Hip Hop,United States,Brand,2025-10-23,2025-11-03,507267,34036,1732,1439,52396.45,1699236,11,3,7440
YT00551,Esports creator video 551: trending ideas,Gaming,Esports,Canada,Educational,2025-03-26,2025-03-31,834307,60491,2175,4807,189126.39,3175231,5,3,9811
YT00552,Esports creator video 552: trending ideas,Gaming,Esports,Canada,Individual,2025-07-05,2025-07-18,437852,39477,7085,1972,115363.9,3838693,13,7,5364
YT00553,Walkthrough creator video 553: trending ideas,Gaming,Walkthrough,United States,Media Company,2025-02-21,2025-02-25,483719,19203,957,798,107842.2,1051783,4,11,10698
YT00554,Science creator video 554: trending ideas,Education,Science,United Kingdom,Brand,2025-03-28,2025-04-07,392337,28268,4092,2465,100437.01,655794,10,11,15649
YT00555,Walkthrough creator video 555: trending ideas,Gaming,Walkthrough,Australia,Brand,2025-04-29,2025-05-02,486625,25106,3722,1964,99476.13,3202543,3,4,170
YT00556,Esports creator video 556: trending ideas,Gaming,Esports,United States,Individual,2025-09-09,2025-09-14,1029514,31506,2129,1047,72155.99,2511391,5,16,14622
YT00557,Walkthrough creator video 557: trending ideas,Gaming,Walkthrough,Australia,Media Company,2025-04-08,2025-04-22,497788,34309,2635,2658,82065.22,3017975,14,3,6257
YT00558,Film & Animation creator video 558: trending ideas,Entertainment,Film & Animation,India,Individual,2025-01-18,2025-01-19,757993,57496,5035,1034,76129.22,3640421,1,9,9311
YT00559,Esports creator video 559: trending ideas,Gaming,Esports,Australia,Educational,2025-03-14,2025-03-25,530390,17311,546,567,32419.88,2521527,11,10,15964
YT00560,Comedy creator video 560: trending ideas,Entertainment,Comedy,Canada,Individual,2025-06-20,2025-06-26,453867,34783,1874,678,80787.87,2215930,6,17,4509
YT00561,Walkthrough creator video 561: trending ideas,Gaming,Walkthrough,United Kingdom,Educational,2025-05-30,2025-06-01,216712,19311,1079,1350,30070.15,2487536,2,4,1298
YT00562,Technology creator video 562: trending ideas,Education,Technology,United Kingdom,Brand,2025-06-05,2025-06-14,408219,29890,3443,1664,99660.63,1341605,9,16,15201
YT00563,Pop creator video 563: trending ideas,Music,Pop,Australia,Brand,2025-05-31,2025-06-10,309453,17328,823,1432,46818.45,660339,10,7,8338
YT00564,Walkthrough creator video 564: trending ideas,Gaming,Walkthrough,Canada,Brand,2025-06-21,2025-06-22,365525,41091,3788,3343,48771.2,169133,1,15,4039
YT00565,Film & Animation creator video 565: trending ideas,Entertainment,Film & Animation,United Kingdom,Individual,2025-04-14,2025-04-18,774281,55400,1883,3075,177694.51,1734376,4,18,10241
YT00566,Science creator video 566: trending ideas,Education,Science,United States,Brand,2025-07-25,2025-07-28,639143,65686,8592,2395,114756.75,2046856,3,10,13496
YT00567,Pop creator video 567: trending ideas,Music,Pop,United Kingdom,Individual,2025-07-18,2025-07-29,335825,10573,1297,313,20031.01,896566,11,5,9212
